Region/Country/Area,"Enrollment in primary, lower secondary and upper secondary education levels",Year,Series,Value,Footnotes,Source
360,Indonesia,2005,Students enrolled in lower secondary education (thousands),"9,682",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2005,Gross enrollment ratio - Lower secondary level (male),74.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2005,Gross enrollment ratio - Lower secondary level (female),77.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2005,Students enrolled in upper secondary education (thousands),"6,311",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2005,Gross enrollment ratio - Upper secondary level (male),50.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2005,Gross enrollment ratio - Upper secondary level (female),48.9,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2010,Students enrolled in primary education (thousands),"30,342",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2010,Gross enrollment ratio - Primary (male),112.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2010,Gross enrollment ratio - Primary (female),116.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2010,Students enrolled in lower secondary education (thousands),"11,797",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2010,Gross enrollment ratio - Lower secondary level (male),88.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2010,Gross enrollment ratio - Lower secondary level (female),91.6,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2010,Students enrolled in upper secondary education (thousands),"8,179",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2010,Gross enrollment ratio - Upper secondary level (male),63.8,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2010,Gross enrollment ratio - Upper secondary level (female),64.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2015,Students enrolled in primary education (thousands),"29,700",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2015,Gross enrollment ratio - Primary (male),111.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2015,Gross enrollment ratio - Primary (female),107.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2015,Students enrolled in lower secondary education (thousands),"13,400",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2015,Gross enrollment ratio - Lower secondary level (male),99.4,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2015,Gross enrollment ratio - Lower secondary level (female),103.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2015,Students enrolled in upper secondary education (thousands),"10,356",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2015,Gross enrollment ratio - Upper secondary level (male),79.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2015,Gross enrollment ratio - Upper secondary level (female),76.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2022,Students enrolled in primary education (thousands),"28,830",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2022,Gross enrollment ratio - Primary (male),102.4,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2022,Gross enrollment ratio - Primary (female),98.8,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2022,Students enrolled in lower secondary education (thousands),"14,137",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2022,Gross enrollment ratio - Lower secondary level (male),101.8,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2022,Gross enrollment ratio - Lower secondary level (female),99.7,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2022,Students enrolled in upper secondary education (thousands),"12,947",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2022,Gross enrollment ratio - Upper secondary level (male),95.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
360,Indonesia,2022,Gross enrollment ratio - Upper secondary level (female),99.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2005,Students enrolled in primary education (thousands),"6,207",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2005,Gross enrollment ratio - Primary (male),111.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2005,Gross enrollment ratio - Primary (female),107.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2005,Students enrolled in lower secondary education (thousands),"4,424",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2005,Gross enrollment ratio - Lower secondary level (male),98.7,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2005,Gross enrollment ratio - Lower secondary level (female),88.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2005,Students enrolled in upper secondary education (thousands),"4,642",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2005,Gross enrollment ratio - Upper secondary level (male),66.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2005,Gross enrollment ratio - Upper secondary level (female),66.9,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2010,Students enrolled in primary education (thousands),"5,630",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2010,Gross enrollment ratio - Primary (male),108.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2010,Gross enrollment ratio - Primary (female),106.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2010,Students enrolled in lower secondary education (thousands),"3,322",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2010,Gross enrollment ratio - Lower secondary level (male),107.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2010,Gross enrollment ratio - Lower secondary level (female),100.4,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2010,Students enrolled in upper secondary education (thousands),"4,025",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2010,Gross enrollment ratio - Upper secondary level (male),73.8,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2010,Gross enrollment ratio - Upper secondary level (female),70.8,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2014,Students enrolled in primary education (thousands),"7,441",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2014,Gross enrollment ratio - Primary (male),109.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2014,Gross enrollment ratio - Primary (female),114.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2014,Students enrolled in lower secondary education (thousands),"2,103",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2014,Gross enrollment ratio - Lower secondary level (male),103.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2014,Gross enrollment ratio - Lower secondary level (female),97.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2014,Students enrolled in upper secondary education (thousands),"3,692",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2014,Gross enrollment ratio - Upper secondary level (male),90.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2014,Gross enrollment ratio - Upper secondary level (female),84.6,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2015,Students enrolled in primary education (thousands),"7,670",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2015,Gross enrollment ratio - Primary (male),106.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2015,Gross enrollment ratio - Primary (female),112.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2020,Students enrolled in primary education (thousands),"8,670",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2020,Gross enrollment ratio - Primary (male),101.9,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2020,Gross enrollment ratio - Primary (female),107.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2020,Students enrolled in lower secondary education (thousands),"3,432",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2020,Gross enrollment ratio - Lower secondary level (male),95.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2020,Gross enrollment ratio - Lower secondary level (female),92.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2020,Students enrolled in upper secondary education (thousands),"2,690",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2020,Gross enrollment ratio - Upper secondary level (male),80.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
364,Iran (Islamic Republic of),2020,Gross enrollment ratio - Upper secondary level (female),79.4,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2004,Students enrolled in primary education (thousands),"4,335",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2004,Gross enrollment ratio - Primary (male),103.7,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2004,Gross enrollment ratio - Primary (female),86.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2004,Students enrolled in lower secondary education (thousands),"1,131",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2004,Gross enrollment ratio - Lower secondary level (male),68.8,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2004,Gross enrollment ratio - Lower secondary level (female),44.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2004,Students enrolled in upper secondary education (thousands),576,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2004,Gross enrollment ratio - Upper secondary level (male),37.9,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2004,Gross enrollment ratio - Upper secondary level (female),26.7,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2007,Students enrolled in primary education (thousands),"4,864",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2007,Gross enrollment ratio - Primary (male),113.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2007,Gross enrollment ratio - Primary (female),94.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2007,Students enrolled in lower secondary education (thousands),"1,307",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2007,Gross enrollment ratio - Lower secondary level (male),71.6,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2007,Gross enrollment ratio - Lower secondary level (female),51.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2007,Students enrolled in upper secondary education (thousands),731,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2007,Gross enrollment ratio - Upper secondary level (male),43.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
368,Iraq,2007,Gross enrollment ratio - Upper secondary level (female),33.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2005,Students enrolled in primary education (thousands),454,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2005,Gross enrollment ratio - Primary (male),103.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2005,Gross enrollment ratio - Primary (female),102.9,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2005,Students enrolled in lower secondary education (thousands),175,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2005,Gross enrollment ratio - Lower secondary level (male),100.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2005,Gross enrollment ratio - Lower secondary level (female),103.9,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2005,Students enrolled in upper secondary education (thousands),142,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2005,Gross enrollment ratio - Upper secondary level (male),113.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2005,Gross enrollment ratio - Upper secondary level (female),130.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2010,Students enrolled in primary education (thousands),506,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2010,Gross enrollment ratio - Primary (male),103.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2010,Gross enrollment ratio - Primary (female),103.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2010,Students enrolled in lower secondary education (thousands),183,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2010,Gross enrollment ratio - Lower secondary level (male),106.6,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2010,Gross enrollment ratio - Lower secondary level (female),108.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2010,Students enrolled in upper secondary education (thousands),154,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2010,Gross enrollment ratio - Upper secondary level (male),126.9,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2010,Gross enrollment ratio - Upper secondary level (female),141.6,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2015,Students enrolled in primary education (thousands),545,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2015,Gross enrollment ratio - Primary (male),101.4,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2015,Gross enrollment ratio - Primary (female),101.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2015,Students enrolled in lower secondary education (thousands),190,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2015,Gross enrollment ratio - Lower secondary level (male),103.4,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2015,Gross enrollment ratio - Lower secondary level (female),103.8,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2015,Students enrolled in upper secondary education (thousands),165,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2015,Gross enrollment ratio - Upper secondary level (male),133.7,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2015,Gross enrollment ratio - Upper secondary level (female),141.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2021,Students enrolled in primary education (thousands),557,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2021,Gross enrollment ratio - Primary (male),99.4,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2021,Gross enrollment ratio - Primary (female),100.6,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2021,Students enrolled in lower secondary education (thousands),219,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2021,Gross enrollment ratio - Lower secondary level (male),107.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2021,Gross enrollment ratio - Lower secondary level (female),109.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2021,Students enrolled in upper secondary education (thousands),230,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2021,Gross enrollment ratio - Upper secondary level (male),164.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
372,Ireland,2021,Gross enrollment ratio - Upper secondary level (female),192.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
376,Israel,2005,Students enrolled in primary education (thousands),722,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
376,Israel,2005,Gross enrollment ratio - Primary (male),95.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
