Region/Country/Area,"Enrollment in primary, lower secondary and upper secondary education levels",Year,Series,Value,Footnotes,Source
674,San Marino,2015,Students enrolled in primary education (thousands),2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
674,San Marino,2015,Gross enrollment ratio - Primary (male),92.6,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
674,San Marino,2015,Gross enrollment ratio - Primary (female),95.9,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
674,San Marino,2015,Students enrolled in lower secondary education (thousands),1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
674,San Marino,2015,Gross enrollment ratio - Lower secondary level (male),95.9,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
674,San Marino,2015,Gross enrollment ratio - Lower secondary level (female),96.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
674,San Marino,2015,Students enrolled in upper secondary education (thousands),2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
674,San Marino,2015,Gross enrollment ratio - Upper secondary level (male),95.8,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
674,San Marino,2015,Gross enrollment ratio - Upper secondary level (female),94.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
674,San Marino,2022,Students enrolled in primary education (thousands),2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
674,San Marino,2022,Gross enrollment ratio - Primary (male),96.6,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
674,San Marino,2022,Gross enrollment ratio - Primary (female),99.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
674,San Marino,2022,Students enrolled in lower secondary education (thousands),1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
674,San Marino,2022,Gross enrollment ratio - Lower secondary level (male),96.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
674,San Marino,2022,Gross enrollment ratio - Lower secondary level (female),95.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
674,San Marino,2022,Students enrolled in upper secondary education (thousands),1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
674,San Marino,2022,Gross enrollment ratio - Upper secondary level (male),44.6,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
674,San Marino,2022,Gross enrollment ratio - Upper secondary level (female),36.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2005,Students enrolled in primary education (thousands),30,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2005,Gross enrollment ratio - Primary (male),126.4,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2005,Gross enrollment ratio - Primary (female),124.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2005,Students enrolled in lower secondary education (thousands),5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2005,Gross enrollment ratio - Lower secondary level (male),61.4,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2005,Gross enrollment ratio - Lower secondary level (female),71.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2005,Students enrolled in upper secondary education (thousands),3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2005,Gross enrollment ratio - Upper secondary level (male),26.9,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2005,Gross enrollment ratio - Upper secondary level (female),26.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2010,Students enrolled in primary education (thousands),34,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2010,Gross enrollment ratio - Primary (male),120.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2010,Gross enrollment ratio - Primary (female),117.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2010,Students enrolled in lower secondary education (thousands),9,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2010,Gross enrollment ratio - Lower secondary level (male),67.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2010,Gross enrollment ratio - Lower secondary level (female),72.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2010,Students enrolled in upper secondary education (thousands),1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2010,Gross enrollment ratio - Upper secondary level (male),21.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2010,Gross enrollment ratio - Upper secondary level (female),17.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2015,Students enrolled in primary education (thousands),36,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2015,Gross enrollment ratio - Primary (male),110.4,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2015,Gross enrollment ratio - Primary (female),104.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2015,Students enrolled in lower secondary education (thousands),15,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2015,Gross enrollment ratio - Lower secondary level (male),99.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2015,Gross enrollment ratio - Lower secondary level (female),105.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2015,Students enrolled in upper secondary education (thousands),7,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2015,Gross enrollment ratio - Upper secondary level (male),56.4,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2015,Gross enrollment ratio - Upper secondary level (female),62.7,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2017,Students enrolled in primary education (thousands),37,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2017,Gross enrollment ratio - Primary (male),112.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2017,Gross enrollment ratio - Primary (female),106.7,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2017,Students enrolled in lower secondary education (thousands),16,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2017,Gross enrollment ratio - Lower secondary level (male),104.4,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2017,Gross enrollment ratio - Lower secondary level (female),111.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2017,Students enrolled in upper secondary education (thousands),9,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2017,Gross enrollment ratio - Upper secondary level (male),64.4,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
678,Sao Tome and Principe,2017,Gross enrollment ratio - Upper secondary level (female),76.7,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2005,Students enrolled in primary education (thousands),"3,098",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2005,Gross enrollment ratio - Primary (male),93.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2005,Gross enrollment ratio - Primary (female),91.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2005,Students enrolled in lower secondary education (thousands),"1,382",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2005,Gross enrollment ratio - Lower secondary level (male),100.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2005,Gross enrollment ratio - Lower secondary level (female),86.9,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2005,Students enrolled in upper secondary education (thousands),"1,228",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2005,Gross enrollment ratio - Upper secondary level (male),99.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2005,Gross enrollment ratio - Upper secondary level (female),88.4,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2009,Students enrolled in primary education (thousands),"3,255",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2009,Gross enrollment ratio - Primary (male),94.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2009,Gross enrollment ratio - Primary (female),95.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2009,Students enrolled in lower secondary education (thousands),"1,609",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2009,Gross enrollment ratio - Lower secondary level (male),103.4,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2009,Gross enrollment ratio - Lower secondary level (female),89.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2009,Students enrolled in upper secondary education (thousands),"1,388",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2009,Gross enrollment ratio - Upper secondary level (male),95.7,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2009,Gross enrollment ratio - Upper secondary level (female),82.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2010,Students enrolled in primary education (thousands),"3,321",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2015,Students enrolled in primary education (thousands),"2,906",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2015,Gross enrollment ratio - Primary (male),100.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2015,Gross enrollment ratio - Primary (female),105.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2015,Students enrolled in lower secondary education (thousands),"1,348",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2015,Gross enrollment ratio - Lower secondary level (male),105.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2015,Gross enrollment ratio - Lower secondary level (female),108.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2015,Students enrolled in upper secondary education (thousands),"1,299",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2015,Gross enrollment ratio - Upper secondary level (male),101.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2015,Gross enrollment ratio - Upper secondary level (female),98.7,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2022,Students enrolled in primary education (thousands),"3,311",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2022,Gross enrollment ratio - Primary (male),103.6,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2022,Gross enrollment ratio - Primary (female),101.7,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2022,Students enrolled in lower secondary education (thousands),"1,603",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2022,Gross enrollment ratio - Lower secondary level (male),108.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2022,Gross enrollment ratio - Lower secondary level (female),107.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2022,Students enrolled in upper secondary education (thousands),"1,800",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2022,Gross enrollment ratio - Upper secondary level (male),133.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
682,Saudi Arabia,2022,Gross enrollment ratio - Upper secondary level (female),133.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2005,Students enrolled in primary education (thousands),"1,444",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2005,Gross enrollment ratio - Primary (male),83.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2005,Gross enrollment ratio - Primary (female),80.7,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2005,Students enrolled in lower secondary education (thousands),312,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2005,Gross enrollment ratio - Lower secondary level (male),33.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2005,Gross enrollment ratio - Lower secondary level (female),25.6,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2005,Students enrolled in upper secondary education (thousands),94,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2005,Gross enrollment ratio - Upper secondary level (male),15.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2005,Gross enrollment ratio - Upper secondary level (female),10.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2008,Students enrolled in primary education (thousands),"1,618",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2008,Gross enrollment ratio - Primary (male),84.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2008,Gross enrollment ratio - Primary (female),86.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2008,Students enrolled in lower secondary education (thousands),451,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2008,Gross enrollment ratio - Lower secondary level (male),44.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2008,Gross enrollment ratio - Lower secondary level (female),36.8,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2008,Students enrolled in upper secondary education (thousands),131,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2008,Gross enrollment ratio - Upper secondary level (male),20.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2008,Gross enrollment ratio - Upper secondary level (female),13.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2010,Students enrolled in primary education (thousands),"1,695",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2010,Gross enrollment ratio - Primary (male),81.8,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2010,Gross enrollment ratio - Primary (female),86.8,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2014,Students enrolled in primary education (thousands),"1,927",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2014,Gross enrollment ratio - Primary (male),80.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2014,Gross enrollment ratio - Primary (female),90.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2014,Students enrolled in lower secondary education (thousands),786,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2014,Gross enrollment ratio - Lower secondary level (male),59.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2014,Gross enrollment ratio - Lower secondary level (female),62.6,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2014,Students enrolled in upper secondary education (thousands),308,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2014,Gross enrollment ratio - Upper secondary level (male),38.0,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2014,Gross enrollment ratio - Upper secondary level (female),33.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2015,Students enrolled in primary education (thousands),"1,977",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2015,Gross enrollment ratio - Primary (male),80.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2015,Gross enrollment ratio - Primary (female),89.8,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2015,Students enrolled in lower secondary education (thousands),806,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2015,Students enrolled in upper secondary education (thousands),330,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2022,Students enrolled in primary education (thousands),"2,321",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
686,Senegal,2022,Gross enrollment ratio - Primary (male),76.5,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
