Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value,Country/Area Name,Country/Area Code
MDG_Caribbean,2014,Female,Not applicable,Number,781313.087055098,,
MDG_Caribbean,2014,All genders,Not applicable,Number,1567291.8465127,,
MDG_Caribbean,2013,Female,Not applicable,Number,755209.511803329,,
MDG_Caribbean,2013,All genders,Not applicable,Number,1527227.65802364,,
MDG_Caribbean,2012,Female,Not applicable,Number,779870.098920055,,
MDG_Caribbean,2012,All genders,Not applicable,Number,1574313.70756598,,
MDG_Caribbean,2011,Female,Not applicable,Number,765726.474161479,,
MDG_Caribbean,2011,All genders,Not applicable,Number,1546550.39755244,,
MDG_Caribbean,2010,Female,Not applicable,Number,748821.1060333,,
MDG_Caribbean,2010,All genders,Not applicable,Number,1517067.0269229,,
MDG_Caribbean,2009,Female,Not applicable,Number,742249.180254644,,
MDG_Caribbean,2009,All genders,Not applicable,Number,1516001.73054785,,
MDG_Caribbean,2008,Female,Not applicable,Number,746841.313065694,,
MDG_Caribbean,2008,All genders,Not applicable,Number,1509430.25305801,,
MDG_Caribbean,2007,Female,Not applicable,Number,737735.148756894,,
MDG_Caribbean,2007,All genders,Not applicable,Number,1493822.89247934,,
MDG_Caribbean,2006,Female,Not applicable,Number,735367.421905059,,
MDG_Caribbean,2006,All genders,Not applicable,Number,1490477.63266838,,
MDG_Caribbean,2005,Female,Not applicable,Number,720402.761186312,,
MDG_Caribbean,2005,All genders,Not applicable,Number,1461360.11343012,,
MDG_Caribbean,2004,All genders,Not applicable,Number,1438882.69292142,,
MDG_Caribbean,2004,Female,Not applicable,Number,710178.695414261,,
MDG_Caribbean,2003,Female,Not applicable,Number,688951.536111419,,
MDG_Caribbean,2003,All genders,Not applicable,Number,1396572.9768144,,
MDG_Caribbean,2002,All genders,Not applicable,Number,1367729.97123124,,
MDG_Caribbean,2002,Female,Not applicable,Number,675286.810509478,,
MDG_Caribbean,2001,Female,Not applicable,Number,664286.488045108,,
MDG_Caribbean,2001,All genders,Not applicable,Number,1344345.29533343,,
MDG_Caribbean,2000,All genders,Not applicable,Number,1334223.2338638,,
MDG_Caribbean,2000,Female,Not applicable,Number,663592.623516595,,
MDG_Caribbean,1999,Female,Not applicable,Number,648289.141206172,,
MDG_Caribbean,1999,All genders,Not applicable,Number,1300641.69354906,,
MDG_Caribbean,1998,All genders,Not applicable,Number,933122.388676764,,
MDG_Caribbean,1998,Female,Not applicable,Number,464833.754136252,,
MDG_Caribbean,1997,Female,Not applicable,Number,448029.174812124,,
MDG_Caribbean,1997,All genders,Not applicable,Number,904346.748693865,,
MDG_Caribbean,1996,All genders,Not applicable,Number,878806.591325535,,
MDG_Caribbean,1996,Female,Not applicable,Number,435570.260011462,,
MDG_Caribbean,1995,Female,Not applicable,Number,400422.569949364,,
MDG_Caribbean,1995,All genders,Not applicable,Number,803729.46566352,,
MDG_Caribbean,1994,All genders,Not applicable,Number,784670.72934155,,
MDG_Caribbean,1994,Female,Not applicable,Number,379856.070959867,,
MDG_Caribbean,1993,All genders,Not applicable,Number,743255.987777467,,
MDG_Caribbean,1993,Female,Not applicable,Number,361738.541067459,,
MDG_Caribbean,1992,All genders,Not applicable,Number,695060.06550419,,
MDG_Caribbean,1991,All genders,Not applicable,Number,678216.750417554,,
MDG_Caribbean,1990,All genders,Not applicable,Number,621926.402044035,,
MDG_Caribbean,1989,All genders,Not applicable,Number,587956.142316892,,
MDG_Caribbean,1988,All genders,Not applicable,Number,544278.886945082,,
MDG_Caribbean,1987,All genders,Not applicable,Number,469371.264346453,,
MDG_Caribbean,1986,All genders,Not applicable,Number,431614.122773952,,
MDG_Caribbean,1985,All genders,Not applicable,Number,387970.74893429,,
MDG_Caribbean,1984,All genders,Not applicable,Number,396512.334029442,,
MDG_Caribbean,1983,All genders,Not applicable,Number,379022.98685119,,
MDG_Caribbean,1982,All genders,Not applicable,Number,362188.182228831,,
MDG_Caribbean,1981,All genders,Not applicable,Number,353534.785482073,,
MDG_Caribbean,1980,All genders,Not applicable,Number,360554.479802478,,
MDG_Caribbean,1979,All genders,Not applicable,Number,368977.864011987,,
MDG_Caribbean,1978,All genders,Not applicable,Number,372420.306618341,,
MDG_Caribbean,1977,All genders,Not applicable,Number,372130.028381724,,
MDG_Caribbean,1976,All genders,Not applicable,Number,349439.058667438,,
MDG_Caribbean,1975,All genders,Not applicable,Number,314486.060477686,,
MDG_Caucasus and Central Asia,2014,Female,Not applicable,Number,976020.860444279,,
MDG_Caucasus and Central Asia,2014,All genders,Not applicable,Number,2008313.45033835,,
MDG_Caucasus and Central Asia,2013,Female,Not applicable,Number,934471.986658462,,
MDG_Caucasus and Central Asia,2013,All genders,Not applicable,Number,1923990.4243563,,
MDG_Caucasus and Central Asia,2012,Female,Not applicable,Number,891960.650598714,,
MDG_Caucasus and Central Asia,2012,All genders,Not applicable,Number,1836163.7278158,,
MDG_Caucasus and Central Asia,2011,All genders,Not applicable,Number,1685118.3692396,,
MDG_Caucasus and Central Asia,2011,Female,Not applicable,Number,817652.715954424,,
MDG_Caucasus and Central Asia,2010,Female,Not applicable,Number,770020.169102485,,
MDG_Caucasus and Central Asia,2010,All genders,Not applicable,Number,1587865.8383559,,
MDG_Caucasus and Central Asia,2009,All genders,Not applicable,Number,1515584.787494,,
MDG_Caucasus and Central Asia,2009,Female,Not applicable,Number,737416.510382632,,
MDG_Caucasus and Central Asia,2008,Female,Not applicable,Number,732093.025457316,,
MDG_Caucasus and Central Asia,2008,All genders,Not applicable,Number,1500103.1700932,,
MDG_Caucasus and Central Asia,2007,All genders,Not applicable,Number,1472943.775263,,
MDG_Caucasus and Central Asia,2007,Female,Not applicable,Number,709950.288018478,,
MDG_Caucasus and Central Asia,2006,Female,Not applicable,Number,693193.808577812,,
MDG_Caucasus and Central Asia,2006,All genders,Not applicable,Number,1438489.1662442,,
MDG_Caucasus and Central Asia,2005,All genders,Not applicable,Number,1425975.3366096,,
MDG_Caucasus and Central Asia,2005,Female,Not applicable,Number,691067.938742825,,
MDG_Caucasus and Central Asia,2004,Female,Not applicable,Number,695820.840001748,,
MDG_Caucasus and Central Asia,2004,All genders,Not applicable,Number,1426809.7245176,,
MDG_Caucasus and Central Asia,2003,All genders,Not applicable,Number,1471033.136753,,
MDG_Caucasus and Central Asia,2003,Female,Not applicable,Number,707981.238244257,,
MDG_Caucasus and Central Asia,2002,All genders,Not applicable,Number,1485323.6137998,,
MDG_Caucasus and Central Asia,2002,Female,Not applicable,Number,716960.875743065,,
MDG_Caucasus and Central Asia,2001,All genders,Not applicable,Number,1486329.0991798,,
MDG_Caucasus and Central Asia,2001,Female,Not applicable,Number,712095.354104341,,
MDG_Caucasus and Central Asia,2000,All genders,Not applicable,Number,1429202.7113088,,
MDG_Caucasus and Central Asia,2000,Female,Not applicable,Number,687201.716979573,,
MDG_Caucasus and Central Asia,1999,All genders,Not applicable,Number,1396395.706566,,
MDG_Caucasus and Central Asia,1999,Female,Not applicable,Number,662984.675720312,,
MDG_Caucasus and Central Asia,1998,All genders,Not applicable,Number,1494130.61842365,,
MDG_Caucasus and Central Asia,1998,Female,Not applicable,Number,699553.054572255,,
MDG_Caucasus and Central Asia,1997,All genders,Not applicable,Number,1742762.1982014,,
MDG_Caucasus and Central Asia,1997,Female,Not applicable,Number,817232.151442983,,
MDG_Caucasus and Central Asia,1996,All genders,Not applicable,Number,2032323.42086978,,
MDG_Caucasus and Central Asia,1996,Female,Not applicable,Number,954901.164621929,,
MDG_Caucasus and Central Asia,1995,Female,Not applicable,Number,1086738.32896433,,
MDG_Caucasus and Central Asia,1995,All genders,Not applicable,Number,2328691.871701,,
MDG_Caucasus and Central Asia,1994,All genders,Not applicable,Number,2715086.523819,,
MDG_Caucasus and Central Asia,1994,Female,Not applicable,Number,1271307.78911556,,
MDG_Caucasus and Central Asia,1993,Female,Not applicable,Number,1392132.66920494,,
MDG_Caucasus and Central Asia,1993,All genders,Not applicable,Number,2968645.0215288,,
MDG_Caucasus and Central Asia,1992,All genders,Not applicable,Number,3353836.8582904,,
MDG_Caucasus and Central Asia,1992,Female,Not applicable,Number,1565907.66393789,,
MDG_Caucasus and Central Asia,1991,Female,Not applicable,Number,1623959.15732212,,
MDG_Caucasus and Central Asia,1991,All genders,Not applicable,Number,3446491.9173488,,
MDG_Caucasus and Central Asia,1990,All genders,Not applicable,Number,3471885.89748161,,
MDG_Caucasus and Central Asia,1990,Female,Not applicable,Number,1631730.78657414,,
MDG_Caucasus and Central Asia,1989,Female,Not applicable,Number,1545039.33440777,,
MDG_Caucasus and Central Asia,1989,All genders,Not applicable,Number,3284244.9119505,,
MDG_Caucasus and Central Asia,1988,All genders,Not applicable,Number,3159783.010803,,
MDG_Caucasus and Central Asia,1987,All genders,Not applicable,Number,3030918.14788214,,
MDG_Caucasus and Central Asia,1986,All genders,Not applicable,Number,2904091.9282423,,
MDG_Caucasus and Central Asia,1985,All genders,Not applicable,Number,2801636.85707768,,
MDG_Caucasus and Central Asia,1984,All genders,Not applicable,Number,2706491.62136737,,
MDG_Caucasus and Central Asia,1983,All genders,Not applicable,Number,2635289.31489874,,
MDG_Caucasus and Central Asia,1982,All genders,Not applicable,Number,2566908.51910619,,
MDG_Caucasus and Central Asia,1981,All genders,Not applicable,Number,2493748.8014098,,
MDG_Caucasus and Central Asia,1980,All genders,Not applicable,Number,2462305.8321246,,
MDG_Developed regions,2014,Female,Not applicable,Number,17317653.7180382,,
MDG_Developed regions,2014,All genders,Not applicable,Number,35564026.8545267,,
MDG_Developed regions,2013,Female,Not applicable,Number,16902568.7571184,,
MDG_Developed regions,2013,All genders,Not applicable,Number,34771399.9125424,,
MDG_Developed regions,2012,Female,Not applicable,Number,17336476.469546,,
MDG_Developed regions,2012,All genders,Not applicable,Number,35756301.9042276,,
MDG_Developed regions,2011,Female,Not applicable,Number,16953076.0970698,,
MDG_Developed regions,2011,All genders,Not applicable,Number,34958626.5851069,,
MDG_Developed regions,2010,Female,Not applicable,Number,16728987.431619,,
MDG_Developed regions,2010,All genders,Not applicable,Number,34189684.3550225,,
MDG_Developed regions,2009,Female,Not applicable,Number,15672528.05077,,
MDG_Developed regions,2009,All genders,Not applicable,Number,32247682.374114,,
MDG_Developed regions,2008,Female,Not applicable,Number,15485943.3308371,,
MDG_Developed regions,2008,All genders,Not applicable,Number,31855941.0190048,,
MDG_Developed regions,2007,Female,Not applicable,Number,15342341.7525541,,
MDG_Developed regions,2007,All genders,Not applicable,Number,31611161.7350651,,
MDG_Developed regions,2006,Female,Not applicable,Number,15163824.2213519,,
MDG_Developed regions,2006,All genders,Not applicable,Number,31155254.3247288,,
MDG_Developed regions,2005,All genders,Not applicable,Number,30763399.7112026,,
MDG_Developed regions,2005,Female,Not applicable,Number,14814118.8176793,,
MDG_Developed regions,2004,All genders,Not applicable,Number,30437509.2716076,,
MDG_Developed regions,2004,Female,Not applicable,Number,14710473.031455,,
MDG_Developed regions,2003,All genders,Not applicable,Number,30440531.1254501,,
MDG_Developed regions,2003,Female,Not applicable,Number,14769651.7030774,,
MDG_Developed regions,2002,All genders,Not applicable,Number,30824448.9224801,,
MDG_Developed regions,2002,Female,Not applicable,Number,15035279.6102855,,
MDG_Developed regions,2001,All genders,Not applicable,Number,30788107.0381604,,
MDG_Developed regions,2001,Female,Not applicable,Number,15000060.7057364,,
MDG_Developed regions,2000,All genders,Not applicable,Number,30477363.147863,,
MDG_Developed regions,2000,Female,Not applicable,Number,14812257.3131529,,
MDG_Developed regions,1999,All genders,Not applicable,Number,30983811.377346,,
MDG_Developed regions,1999,Female,Not applicable,Number,14974345.7571603,,
MDG_Developed regions,1998,All genders,Not applicable,Number,31458831.3641981,,
MDG_Developed regions,1998,Female,Not applicable,Number,15255628.945114,,
MDG_Developed regions,1997,All genders,Not applicable,Number,32085657.2122218,,
MDG_Developed regions,1997,Female,Not applicable,Number,15509682.0668311,,
MDG_Developed regions,1996,All genders,Not applicable,Number,33304030.1688331,,
MDG_Developed regions,1996,Female,Not applicable,Number,16045641.8990907,,
MDG_Developed regions,1995,All genders,Not applicable,Number,33376193.0292808,,
MDG_Developed regions,1995,Female,Not applicable,Number,16011201.3060338,,
MDG_Developed regions,1994,All genders,Not applicable,Number,33456879.9357528,,
MDG_Developed regions,1994,Female,Not applicable,Number,16069100.0076256,,
MDG_Developed regions,1993,All genders,Not applicable,Number,34399508.3310172,,
MDG_Developed regions,1993,Female,Not applicable,Number,16532256.2513482,,
MDG_Developed regions,1992,All genders,Not applicable,Number,34438602.3801737,,
MDG_Developed regions,1992,Female,Not applicable,Number,16604393.4146189,,
MDG_Developed regions,1991,All genders,Not applicable,Number,34573562.1051045,,
MDG_Developed regions,1991,Female,Not applicable,Number,16628453.9532401,,
MDG_Developed regions,1990,All genders,Not applicable,Number,34332288.9834634,,
MDG_Developed regions,1990,Female,Not applicable,Number,16509262.0727236,,
MDG_Developed regions,1989,All genders,Not applicable,Number,34048909.101381,,
MDG_Developed regions,1989,Female,Not applicable,Number,16401044.8241216,,
MDG_Developed regions,1988,All genders,Not applicable,Number,33821557.85423,,
MDG_Developed regions,1988,Female,Not applicable,Number,16167700.3602601,,
MDG_Developed regions,1987,Female,Not applicable,Number,16099721.3344847,,
MDG_Developed regions,1987,All genders,Not applicable,Number,33486028.2070298,,
MDG_Developed regions,1986,Female,Not applicable,Number,16003629.0255362,,
MDG_Developed regions,1986,All genders,Not applicable,Number,33129445.3723009,,
MDG_Developed regions,1985,Female,Not applicable,Number,15653720.7332374,,
MDG_Developed regions,1985,All genders,Not applicable,Number,32420035.8155907,,
MDG_Developed regions,1984,Female,Not applicable,Number,15508486.7999577,,
MDG_Developed regions,1984,All genders,Not applicable,Number,32085639.8849685,,
MDG_Developed regions,1983,Female,Not applicable,Number,15282215.3715844,,
MDG_Developed regions,1983,All genders,Not applicable,Number,31635476.0586369,,
MDG_Developed regions,1982,Female,Not applicable,Number,15023489.270219,,
MDG_Developed regions,1982,All genders,Not applicable,Number,31268715.8510522,,
MDG_Developed regions,1981,Female,Not applicable,Number,14986967.1282126,,
MDG_Developed regions,1981,All genders,Not applicable,Number,31163741.325881,,
MDG_Developed regions,1980,Female,Not applicable,Number,15077382.3009091,,
MDG_Developed regions,1980,All genders,Not applicable,Number,31357875.000136,,
MDG_Developed regions,1979,Female,Not applicable,Number,14956232.5581227,,
MDG_Developed regions,1979,All genders,Not applicable,Number,31106050.266694,,
MDG_Developed regions,1978,Female,Not applicable,Number,14831450.5359073,,
MDG_Developed regions,1978,All genders,Not applicable,Number,30820447.9888767,,
MDG_Developed regions,1977,All genders,Not applicable,Number,30568466.4163645,,
MDG_Developed regions,1977,Female,Not applicable,Number,14718823.8973954,,
MDG_Developed regions,1976,All genders,Not applicable,Number,30279696.0051572,,
MDG_Developed regions,1976,Female,Not applicable,Number,14592187.1198179,,
MDG_Developed regions,1975,All genders,Not applicable,Number,29470487.7486009,,
MDG_Developed regions,1975,Female,Not applicable,Number,14172140.6209142,,
MDG_Developing regions,2014,All genders,Not applicable,Number,119509664.932694,,
MDG_Developing regions,2014,Female,Not applicable,Number,56949981.4179858,,
MDG_Developing regions,2013,Female,Not applicable,Number,54703628.7072194,,
MDG_Developing regions,2013,All genders,Not applicable,Number,114768515.832593,,
MDG_Developing regions,2012,All genders,Not applicable,Number,108112687.730862,,
MDG_Developing regions,2012,Female,Not applicable,Number,51552424.3996874,,
MDG_Developing regions,2011,Female,Not applicable,Number,47305592.5241553,,
MDG_Developing regions,2011,All genders,Not applicable,Number,99403839.3368704,,
MDG_Developing regions,2010,All genders,Not applicable,Number,93172733.2045876,,
MDG_Developing regions,2010,Female,Not applicable,Number,44249196.2415849,,
MDG_Developing regions,2009,All genders,Not applicable,Number,89960564.037277,,
MDG_Developing regions,2009,Female,Not applicable,Number,42620957.9888149,,
MDG_Developing regions,2008,All genders,Not applicable,Number,87562045.8765113,,
MDG_Developing regions,2008,Female,Not applicable,Number,41516799.1938311,,
MDG_Developing regions,2007,All genders,Not applicable,Number,83146328.1574428,,
MDG_Developing regions,2007,Female,Not applicable,Number,39428268.8076476,,
MDG_Developing regions,2006,All genders,Not applicable,Number,81283291.807106,,
MDG_Developing regions,2006,Female,Not applicable,Number,38713784.4228724,,
MDG_Developing regions,2005,All genders,Not applicable,Number,75763946.074403,,
MDG_Developing regions,2005,Female,Not applicable,Number,36119798.7783806,,
MDG_Developing regions,2004,All genders,Not applicable,Number,72820316.8654902,,
MDG_Developing regions,2004,Female,Not applicable,Number,34678809.1990887,,
MDG_Developing regions,2003,All genders,Not applicable,Number,70615946.6297752,,
MDG_Developing regions,2003,Female,Not applicable,Number,33575438.7491386,,
MDG_Developing regions,2002,All genders,Not applicable,Number,68791977.3788406,,
MDG_Developing regions,2002,Female,Not applicable,Number,32695960.2426234,,
MDG_Developing regions,2001,All genders,Not applicable,Number,69074459.112983,,
MDG_Developing regions,2001,Female,Not applicable,Number,32606888.7854515,,
MDG_Developing regions,2000,All genders,Not applicable,Number,69585996.2427361,,
MDG_Developing regions,2000,Female,Not applicable,Number,32747365.7980161,,
MDG_Developing regions,1999,All genders,Not applicable,Number,69199365.1715633,,
MDG_Developing regions,1999,Female,Not applicable,Number,32588605.2930182,,
MDG_Developing regions,1998,All genders,Not applicable,Number,70729386.2496804,,
MDG_Developing regions,1998,Female,Not applicable,Number,33425165.7001631,,
MDG_Developing regions,1997,All genders,Not applicable,Number,68490719.0849293,,
MDG_Developing regions,1997,Female,Not applicable,Number,32297381.1138459,,
MDG_Developing regions,1996,All genders,Not applicable,Number,68101405.024897,,
MDG_Developing regions,1996,Female,Not applicable,Number,32145066.7720985,,
MDG_Developing regions,1995,All genders,Not applicable,Number,66926909.5818446,,
MDG_Developing regions,1995,Female,Not applicable,Number,31586714.6668273,,
MDG_Developing regions,1994,All genders,Not applicable,Number,65439461.6489593,,
MDG_Developing regions,1994,Female,Not applicable,Number,30885935.7339914,,
MDG_Developing regions,1993,Female,Not applicable,Number,29765200.9162913,,
MDG_Developing regions,1993,All genders,Not applicable,Number,63042633.0370738,,
MDG_Developing regions,1992,All genders,Not applicable,Number,60355835.7833924,,
MDG_Developing regions,1992,Female,Not applicable,Number,28508001.2763909,,
MDG_Developing regions,1991,All genders,Not applicable,Number,57218394.9179356,,
MDG_Developing regions,1991,Female,Not applicable,Number,27163008.6399929,,
MDG_Developing regions,1990,All genders,Not applicable,Number,55758043.6516276,,
MDG_Developing regions,1990,Female,Not applicable,Number,26287467.4632721,,
MDG_Developing regions,1989,All genders,Not applicable,Number,54355535.9508492,,
MDG_Developing regions,1989,Female,Not applicable,Number,25661581.7542542,,
MDG_Developing regions,1988,All genders,Not applicable,Number,52925200.9463074,,
MDG_Developing regions,1988,Female,Not applicable,Number,24990500.0767558,,
MDG_Developing regions,1987,All genders,Not applicable,Number,49336726.1279478,,
MDG_Developing regions,1987,Female,Not applicable,Number,23399927.9858344,,
MDG_Developing regions,1986,All genders,Not applicable,Number,44570454.1158492,,
MDG_Developing regions,1986,Female,Not applicable,Number,21057191.0063336,,
MDG_Developing regions,1985,All genders,Not applicable,Number,40645608.542701,,
MDG_Developing regions,1985,Female,Not applicable,Number,19099291.5106704,,
MDG_Developing regions,1984,All genders,Not applicable,Number,37764135.0544206,,
MDG_Developing regions,1984,Female,Not applicable,Number,17903208.9829923,,
MDG_Developing regions,1983,All genders,Not applicable,Number,35952266.370009,,
MDG_Developing regions,1983,Female,Not applicable,Number,17043723.9197194,,
MDG_Developing regions,1982,All genders,Not applicable,Number,34221272.9093682,,
MDG_Developing regions,1982,Female,Not applicable,Number,16259511.9608098,,
MDG_Developing regions,1981,All genders,Not applicable,Number,33684295.7813719,,
MDG_Developing regions,1981,Female,Not applicable,Number,15953087.9008029,,
MDG_Developing regions,1980,All genders,Not applicable,Number,29615810.9288314,,
MDG_Developing regions,1980,Female,Not applicable,Number,14041989.5934199,,
MDG_Developing regions,1979,All genders,Not applicable,Number,27264900.1992388,,
MDG_Developing regions,1979,Female,Not applicable,Number,12891552.936598,,
MDG_Developing regions,1978,All genders,Not applicable,Number,27166953.7205019,,
MDG_Developing regions,1978,Female,Not applicable,Number,12827629.3459179,,
MDG_Developing regions,1977,All genders,Not applicable,Number,31042826.7159117,,
MDG_Developing regions,1977,Female,Not applicable,Number,14647860.2057606,,
MDG_Developing regions,1976,All genders,Not applicable,Number,22231041.3494702,,
MDG_Developing regions,1976,Female,Not applicable,Number,10443399.6333012,,
MDG_Developing regions,1975,All genders,Not applicable,Number,17665092.8771981,,
MDG_Developing regions,1975,Female,Not applicable,Number,8257381.86707749,,
MDG_Eastern Asia,2014,Female,Not applicable,Number,19015975.7416813,,
MDG_Eastern Asia,2014,All genders,Not applicable,Number,41071646.732841,,
MDG_Eastern Asia,2013,Female,Not applicable,Number,18108043.5138407,,
MDG_Eastern Asia,2013,All genders,Not applicable,Number,38988085.5278654,,
MDG_Eastern Asia,2012,Female,Not applicable,Number,16830526.9276965,,
MDG_Eastern Asia,2012,All genders,Not applicable,Number,36386304.6637732,,
MDG_Eastern Asia,2011,Female,Not applicable,Number,14547952.5950575,,
MDG_Eastern Asia,2011,All genders,Not applicable,Number,31868305.0359574,,
MDG_Eastern Asia,2010,Female,Not applicable,Number,12989984.6446648,,
MDG_Eastern Asia,2010,All genders,Not applicable,Number,28655422.562242,,
MDG_Eastern Asia,2009,Female,Not applicable,Number,11757418.7528949,,
MDG_Eastern Asia,2009,All genders,Not applicable,Number,26067892.5682656,,
MDG_Eastern Asia,2008,Female,Not applicable,Number,11176188.9699853,,
MDG_Eastern Asia,2008,All genders,Not applicable,Number,24837810.9145795,,
MDG_Eastern Asia,2007,Female,Not applicable,Number,10822185.341214,,
MDG_Eastern Asia,2007,All genders,Not applicable,Number,24016094.1662816,,
MDG_Eastern Asia,2006,Female,Not applicable,Number,10513478.251911,,
MDG_Eastern Asia,2006,All genders,Not applicable,Number,23202818.9762022,,
MDG_Eastern Asia,2005,Female,Not applicable,Number,10130545.9306985,,
MDG_Eastern Asia,2005,All genders,Not applicable,Number,22316726.8617326,,
MDG_Eastern Asia,2004,Female,Not applicable,Number,10041991.6353598,,
MDG_Eastern Asia,2004,All genders,Not applicable,Number,22087433.1277378,,
MDG_Eastern Asia,2003,Female,Not applicable,Number,9953442.65696908,,
MDG_Eastern Asia,2003,All genders,Not applicable,Number,21855797.836333,,
MDG_Eastern Asia,2002,Female,Not applicable,Number,9924587.14058443,,
MDG_Eastern Asia,2002,All genders,Not applicable,Number,21761488.4353048,,
MDG_Eastern Asia,2001,All genders,Not applicable,Number,24016644.2839719,,
MDG_Eastern Asia,2001,Female,Not applicable,Number,11103441.9322198,,
MDG_Eastern Asia,2000,All genders,Not applicable,Number,24860146.0882163,,
MDG_Eastern Asia,2000,Female,Not applicable,Number,11485462.7913079,,
MDG_Eastern Asia,1999,All genders,Not applicable,Number,25610402.3216879,,
MDG_Eastern Asia,1999,Female,Not applicable,Number,11915038.0718621,,
MDG_Eastern Asia,1998,All genders,Not applicable,Number,26717763.0514312,,
MDG_Eastern Asia,1998,Female,Not applicable,Number,12472048.516104,,
MDG_Eastern Asia,1997,All genders,Not applicable,Number,28155825.1992453,,
MDG_Eastern Asia,1997,Female,Not applicable,Number,13135581.1858134,,
MDG_Eastern Asia,1996,All genders,Not applicable,Number,28569265.660106,,
MDG_Eastern Asia,1996,Female,Not applicable,Number,13379812.8703358,,
MDG_Eastern Asia,1995,All genders,Not applicable,Number,27721950.3582996,,
MDG_Eastern Asia,1995,Female,Not applicable,Number,12989555.6372851,,
MDG_Eastern Asia,1994,All genders,Not applicable,Number,26921854.2430049,,
MDG_Eastern Asia,1994,Female,Not applicable,Number,12653281.9428632,,
MDG_Eastern Asia,1993,All genders,Not applicable,Number,25708256.5344505,,
MDG_Eastern Asia,1993,Female,Not applicable,Number,12103710.7212981,,
MDG_Eastern Asia,1992,All genders,Not applicable,Number,23525302.745823,,
MDG_Eastern Asia,1992,Female,Not applicable,Number,11084479.5826867,,
MDG_Eastern Asia,1991,All genders,Not applicable,Number,21151267.1888645,,
MDG_Eastern Asia,1991,Female,Not applicable,Number,10067584.2821934,,
MDG_Eastern Asia,1990,All genders,Not applicable,Number,19903627.491846,,
MDG_Eastern Asia,1990,Female,Not applicable,Number,9278016.16963612,,
MDG_Eastern Asia,1989,All genders,Not applicable,Number,19922772.153148,,
MDG_Eastern Asia,1989,Female,Not applicable,Number,9329708.72759658,,
MDG_Eastern Asia,1988,All genders,Not applicable,Number,19374020.5328251,,
MDG_Eastern Asia,1988,Female,Not applicable,Number,9097297.38426181,,
MDG_Eastern Asia,1987,All genders,Not applicable,Number,17480330.2320357,,
MDG_Eastern Asia,1987,Female,Not applicable,Number,8306412.97394608,,
MDG_Eastern Asia,1986,All genders,Not applicable,Number,15894401.4139189,,
MDG_Eastern Asia,1986,Female,Not applicable,Number,7506100.91047307,,
MDG_Eastern Asia,1985,All genders,Not applicable,Number,13964255.555497,,
MDG_Eastern Asia,1985,Female,Not applicable,Number,6512727.45242732,,
MDG_Eastern Asia,1984,All genders,Not applicable,Number,12387341.2376019,,
MDG_Eastern Asia,1984,Female,Not applicable,Number,5903353.36850741,,
MDG_Eastern Asia,1983,All genders,Not applicable,Number,12136256.246859,,
MDG_Eastern Asia,1983,Female,Not applicable,Number,5784660.79864694,,
MDG_Eastern Asia,1982,All genders,Not applicable,Number,11619478.2203808,,
MDG_Eastern Asia,1981,All genders,Not applicable,Number,12536640.5406799,,
MDG_Eastern Asia,1980,All genders,Not applicable,Number,9843583.45577414,,
MDG_Eastern Asia,1979,All genders,Not applicable,Number,8969494.991453,,
MDG_Eastern Asia,1978,All genders,Not applicable,Number,10083419.813285,,
MDG_Eastern Asia,1977,All genders,Not applicable,Number,15080678.0549865,,
MDG_Eastern Asia,1976,All genders,Not applicable,Number,7315596.8600745,,
MDG_Eastern Asia,1975,All genders,Not applicable,Number,3748926.0451825,,
MDG_Landlocked developing countries,2014,Female,Not applicable,Number,3875250.79869888,,
MDG_Landlocked developing countries,2014,All genders,Not applicable,Number,7948297.01679479,,
MDG_Landlocked developing countries,2013,Female,Not applicable,Number,3634851.4338531,,
MDG_Landlocked developing countries,2013,All genders,Not applicable,Number,7448907.96187447,,
MDG_Landlocked developing countries,2012,Female,Not applicable,Number,3407189.84525654,,
MDG_Landlocked developing countries,2012,All genders,Not applicable,Number,6984619.55464748,,
MDG_Landlocked developing countries,2011,Female,Not applicable,Number,2769763.94884371,,
MDG_Landlocked developing countries,2011,All genders,Not applicable,Number,5652825.18153096,,
MDG_Landlocked developing countries,2010,Female,Not applicable,Number,2599979.51805306,,
MDG_Landlocked developing countries,2010,All genders,Not applicable,Number,5317255.31079274,,
MDG_Landlocked developing countries,2009,All genders,Not applicable,Number,5093054.36134736,,
MDG_Landlocked developing countries,2009,Female,Not applicable,Number,2486969.44685697,,
MDG_Landlocked developing countries,2008,All genders,Not applicable,Number,4882845.22117795,,
MDG_Landlocked developing countries,2008,Female,Not applicable,Number,2377017.83230663,,
MDG_Landlocked developing countries,2007,All genders,Not applicable,Number,4396230.30817223,,
MDG_Landlocked developing countries,2007,Female,Not applicable,Number,2144055.52766292,,
MDG_Landlocked developing countries,2006,All genders,Not applicable,Number,4232785.75913622,,
MDG_Landlocked developing countries,2006,Female,Not applicable,Number,2058862.14957105,,
MDG_Landlocked developing countries,2005,All genders,Not applicable,Number,4076075.6404695,,
MDG_Landlocked developing countries,2005,Female,Not applicable,Number,1972289.88772856,,
MDG_Landlocked developing countries,2004,All genders,Not applicable,Number,3742495.84043881,,
MDG_Landlocked developing countries,2004,Female,Not applicable,Number,1810619.78339668,,
MDG_Landlocked developing countries,2003,All genders,Not applicable,Number,3694979.37749192,,
